# x, y, z, u, v, w
3.239767424014474262e+00,9.817477042468103487e-02,9.817477042468103487e-02,-1.518645173516659508e-01,1.303928018895343932e-01,-2.668777739757274142e-02
3.436116964863836110e+00,9.817477042468103487e-02,9.817477042468103487e-02,7.229393638943140687e-02,1.732140954580551617e-01,8.271407197865181526e-01
3.632466505713198401e+00,9.817477042468103487e-02,9.817477042468103487e-02,1.055590148922438409e-01,9.677736870597973551e-02,1.099006254250205261e+00
3.828816046562560249e+00,9.817477042468103487e-02,9.817477042468103487e-02,-5.167604461096778068e-03,1.831846279375301534e-01,8.054420567878333159e-01
4.025165587411922985e+00,9.817477042468103487e-02,9.817477042468103487e-02,-7.286357400617828051e-02,4.035317194702313093e-01,5.630893243558617867e-01
4.221515128261284389e+00,9.817477042468103487e-02,9.817477042468103487e-02,2.599322296319149170e-02,3.742566679472089097e-01,7.262076503312763220e-01
4.417864669110645792e+00,9.817477042468103487e-02,9.817477042468103487e-02,1.805013676963055369e-01,5.771061667908960330e-02,1.048619658648388020e+00
4.614214209960008972e+00,9.817477042468103487e-02,9.817477042468103487e-02,2.849640943903480883e-01,-1.493812001271606904e-01,1.133080337403361781e+00
4.810563750809370376e+00,9.817477042468103487e-02,9.817477042468103487e-02,4.218734134152852255e-01,-5.604125324704069960e-02,8.812388510453202928e-01
5.006913291658733556e+00,9.817477042468103487e-02,9.817477042468103487e-02,5.982099080268072910e-01,8.366385674575796405e-02,2.740719198830725012e-01
5.203262832508094959e+00,9.817477042468103487e-02,9.817477042468103487e-02,5.784969726570532433e-01,-2.746376759374139637e-02,-8.161217173964716576e-01
5.399612373357456363e+00,9.817477042468103487e-02,9.817477042468103487e-02,2.016613685139024281e-01,-3.546372348932179119e-01,-2.146493976460712716e+00
5.595961914206819543e+00,9.817477042468103487e-02,9.817477042468103487e-02,-3.475118391189373490e-01,-5.990865175247312990e-01,-2.984306138306350498e+00
5.792311455056180947e+00,9.817477042468103487e-02,9.817477042468103487e-02,-7.312685932878616457e-01,-5.060029667828861433e-01,-2.855035431385534395e+00
5.988660995905542350e+00,9.817477042468103487e-02,9.817477042468103487e-02,-7.544408935927244819e-01,-1.462137892711747877e-01,-1.982436237527549938e+00
6.185010536754905530e+00,9.817477042468103487e-02,9.817477042468103487e-02,-3.975264062436574819e-01,5.876086145099191499e-02,-9.199016741244545603e-01
9.817477042468103487e-02,2.945243112740431046e-01,9.817477042468103487e-02,5.125692638920838207e-02,-7.721937323324681302e-01,-9.926011516299984572e-02
2.945243112740431046e-01,2.945243112740431046e-01,9.817477042468103487e-02,6.166817627902237975e-01,-1.103821816998208583e+00,3.241528290123425471e-01
4.908738521234051744e-01,2.945243112740431046e-01,9.817477042468103487e-02,6.557263563287271113e-01,-1.202001801540368620e+00,3.950383341830222550e-01
6.872233929727672441e-01,2.945243112740431046e-01,9.817477042468103487e-02,2.224520374327858263e-01,-1.162122858180715479e+00,2.687625359084792054e-01
8.835729338221293139e-01,2.945243112740431046e-01,9.817477042468103487e-02,-3.652215809062568375e-01,-1.174623002378558656e+00,-9.744755737911978133e-02
1.079922474671491273e+00,2.945243112740431046e-01,9.817477042468103487e-02,-8.108035355829165125e-01,-1.176113552146298424e+00,-7.575051221322526285e-01
1.276272015520853564e+00,2.945243112740431046e-01,9.817477042468103487e-02,-9.491978426010933001e-01,-1.049439327496862528e+00,-1.520249926640012683e+00
1.472621556370215412e+00,2.945243112740431046e-01,9.817477042468103487e-02,-7.096973714796706023e-01,-7.576536942625970994e-01,-2.025200213424602325e+00
1.668971097219577704e+00,2.945243112740431046e-01,9.817477042468103487e-02,-1.732553531390078339e-01,-1.915820284127861817e-01,-1.892291709387427634e+00
1.865320638068939552e+00,2.945243112740431046e-01,9.817477042468103487e-02,3.358930390033862956e-01,5.890802689767965505e-01,-9.172296536082404916e-01
2.061670178918301843e+00,2.945243112740431046e-01,9.817477042468103487e-02,4.308360619553908699e-01,1.079714669938325988e+00,4.965632636303312086e-01
2.258019719767663691e+00,2.945243112740431046e-01,9.817477042468103487e-02,6.646574924536813311e-02,8.677169206645150012e-01,1.394728564574110763e+00
2.454369260617025983e+00,2.945243112740431046e-01,9.817477042468103487e-02,-3.856184542550490923e-01,2.076960622029289938e-01,1.225238754887105541e+00
2.650718801466387831e+00,2.945243112740431046e-01,9.817477042468103487e-02,-5.472206343249755855e-01,-3.379270073748162906e-01,3.615768299429745203e-01
2.847068342315750122e+00,2.945243112740431046e-01,9.817477042468103487e-02,-3.745353906853233772e-01,-5.020383320466899058e-01,-4.583845742364628384e-01
3.043417883165111970e+00,2.945243112740431046e-01,9.817477042468103487e-02,-6.093343859907854321e-02,-3.494348684497612378e-01,-6.793487947259861937e-01
3.239767424014474262e+00,2.945243112740431046e-01,9.817477042468103487e-02,2.456324882987768743e-01,-6.563872422042296706e-02,-1.988043249751219044e-01
3.436116964863836110e+00,2.945243112740431046e-01,9.817477042468103487e-02,4.951139972334797079e-01,1.627639073785757673e-01,4.371847786502370825e-01
3.632466505713198401e+00,2.945243112740431046e-01,9.817477042468103487e-02,6.036820427563316382e-01,2.827547044242236240e-01,6.134765969486650761e-01
3.828816046562560249e+00,2.945243112740431046e-01,9.817477042468103487e-02,5.258002305522759823e-01,3.466176549024555520e-01,4.546090780321607738e-01
4.025165587411922985e+00,2.945243112740431046e-01,9.817477042468103487e-02,3.982094243402785061e-01,2.871609225548024669e-01,5.082442110116448530e-01
4.221515128261284389e+00,2.945243112740431046e-01,9.817477042468103487e-02,3.639779782898031057e-01,2.420406422150608861e-02,8.947951470658292994e-01
4.417864669110645792e+00,2.945243112740431046e-01,9.817477042468103487e-02,3.860641016551445426e-01,-2.603719205215832000e-01,1.229367348708680030e+00
4.614214209960008972e+00,2.945243112740431046e-01,9.817477042468103487e-02,4.107039347002310326e-01,-3.209451726116896997e-01,1.226354091376177680e+00
4.810563750809370376e+00,2.945243112740431046e-01,9.817477042468103487e-02,4.692220909831772979e-01,-1.692571884106466584e-01,9.735799211840262535e-01
5.006913291658733556e+00,2.945243112740431046e-01,9.817477042468103487e-02,4.603835778512290200e-01,8.987898624700264849e-03,4.900218361062159689e-01
5.203262832508094959e+00,2.945243112740431046e-01,9.817477042468103487e-02,1.168500003396868436e-01,7.833723895782825075e-02,-4.657245478956961171e-01
5.399612373357456363e+00,2.945243112740431046e-01,9.817477042468103487e-02,-6.169008142506813286e-01,1.715614467947839186e-03,-1.795393285134548877e+00
5.595961914206819543e+00,2.945243112740431046e-01,9.817477042468103487e-02,-1.376735036623417896e+00,-1.826528376453606661e-01,-2.803841108540342741e+00
5.792311455056180947e+00,2.945243112740431046e-01,9.817477042468103487e-02,-1.705743144479298756e+00,-3.393848499541055053e-01,-2.882630119111750933e+00
5.988660995905542350e+00,2.945243112740431046e-01,9.817477042468103487e-02,-1.449052668296425761e+00,-3.797171084960833665e-01,-2.093439170959869422e+00
6.185010536754905530e+00,2.945243112740431046e-01,9.817477042468103487e-02,-7.623102018420019332e-01,-4.675327140841286089e-01,-9.828154881978893309e-01
9.817477042468103487e-02,4.908738521234051744e-01,9.817477042468103487e-02,-4.135140936244855459e-01,-9.563407032784521089e-01,-4.997052214338557619e-01
2.945243112740431046e-01,4.908738521234051744e-01,9.817477042468103487e-02,-1.636510490227231773e-01,-9.970285414210923181e-01,-1.102857084549549449e-01
4.908738521234051744e-01,4.908738521234051744e-01,9.817477042468103487e-02,-2.373555575349644287e-01,-9.139016793292384921e-01,1.151478895546416276e-01
6.872233929727672441e-01,4.908738521234051744e-01,9.817477042468103487e-02,-4.659645410687286993e-01,-9.152950169454636686e-01,2.447915209708382833e-01
8.835729338221293139e-01,4.908738521234051744e-01,9.817477042468103487e-02,-6.462666727013602896e-01,-1.080199867467912744e+00,1.118458844793460000e-01
1.079922474671491273e+00,4.908738521234051744e-01,9.817477042468103487e-02,-7.383778581401009289e-01,-1.233342261513389548e+00,-4.641378665248486746e-01
1.276272015520853564e+00,4.908738521234051744e-01,9.817477042468103487e-02,-7.649516806544669478e-01,-1.245234785262174126e+00,-1.289156884311323914e+00
1.472621556370215412e+00,4.908738521234051744e-01,9.817477042468103487e-02,-6.472456782491085026e-01,-1.049046404393237264e+00,-1.882919339917542123e+00
1.668971097219577704e+00,4.908738521234051744e-01,9.817477042468103487e-02,-2.999339835383078579e-01,-4.613582813557917106e-01,-1.821719101465834045e+00
1.865320638068939552e+00,4.908738521234051744e-01,9.817477042468103487e-02,1.712587311564548187e-01,4.948976824704280908e-01,-9.387396281232853745e-01
2.061670178918301843e+00,4.908738521234051744e-01,9.817477042468103487e-02,5.016199032738078989e-01,1.235143166793708502e+00,4.269048537780072428e-01
2.258019719767663691e+00,4.908738521234051744e-01,9.817477042468103487e-02,5.388446331000236178e-01,1.167886972454389882e+00,1.451869740066791037e+00
2.454369260617025983e+00,4.908738521234051744e-01,9.817477042468103487e-02,3.910127839460738608e-01,4.405921751540041731e-01,1.565847624705763330e+00
2.650718801466387831e+00,4.908738521234051744e-01,9.817477042468103487e-02,2.628316434615673991e-01,-2.954669126437051152e-01,9.519382144892342135e-01
2.847068342315750122e+00,4.908738521234051744e-01,9.817477042468103487e-02,2.451012297549082231e-01,-5.958251321411841550e-01,1.610406930888610977e-01
3.043417883165111970e+00,4.908738521234051744e-01,9.817477042468103487e-02,3.052696752496802390e-01,-4.564190515994913100e-01,-3.071989762380988864e-01
3.239767424014474262e+00,4.908738521234051744e-01,9.817477042468103487e-02,4.073787263056768415e-01,-1.183934317369418066e-01,-2.577635157466842686e-01
3.436116964863836110e+00,4.908738521234051744e-01,9.817477042468103487e-02,5.456626694892341423e-01,1.939306702565687657e-01,-4.051491747566877966e-02
3.632466505713198401e+00,4.908738521234051744e-01,9.817477042468103487e-02,6.714077631236528010e-01,3.932912512889750745e-01,-7.323858946383760005e-02
3.828816046562560249e+00,4.908738521234051744e-01,9.817477042468103487e-02,7.226356906969402250e-01,4.176707091115481330e-01,-1.748037340864199152e-01
4.025165587411922985e+00,4.908738521234051744e-01,9.817477042468103487e-02,7.152965862994771218e-01,1.802419227285981251e-01,5.742931164799515431e-02
4.221515128261284389e+00,4.908738521234051744e-01,9.817477042468103487e-02,6.930758453736003410e-01,-2.177470311241269108e-01,5.482681871392900419e-01
4.417864669110645792e+00,4.908738521234051744e-01,9.817477042468103487e-02,6.729429414390266651e-01,-4.695575447125642232e-01,8.903167734503640851e-01
4.614214209960008972e+00,4.908738521234051744e-01,9.817477042468103487e-02,6.890860875238058458e-01,-4.098150629287378166e-01,9.306309556068526057e-01
4.810563750809370376e+00,4.908738521234051744e-01,9.817477042468103487e-02,7.233116818048441754e-01,-1.392333186698603842e-01,8.392225057169804270e-01
5.006913291658733556e+00,4.908738521234051744e-01,9.817477042468103487e-02,5.652748860889366123e-01,1.968402247396616456e-01,6.116680634486153512e-01
5.203262832508094959e+00,4.908738521234051744e-01,9.817477042468103487e-02,-3.728250458555697200e-02,4.861852263993248213e-01,-3.449232766571182912e-02
5.399612373357456363e+00,4.908738521234051744e-01,9.817477042468103487e-02,-9.857692823921889724e-01,5.424869450313095642e-01,-1.070604663121073719e+00
5.595961914206819543e+00,4.908738521234051744e-01,9.817477042468103487e-02,-1.773390670043827333e+00,2.300514988456060783e-01,-1.947223999385156334e+00
5.792311455056180947e+00,4.908738521234051744e-01,9.817477042468103487e-02,-1.960870513552995797e+00,-2.639191325107069774e-01,-2.179619893006667031e+00
5.988660995905542350e+00,4.908738521234051744e-01,9.817477042468103487e-02,-1.573086050049339324e+00,-6.187191342799319704e-01,-1.787203044830991017e+00
6.185010536754905530e+00,4.908738521234051744e-01,9.817477042468103487e-02,-9.497705364992280463e-01,-8.088902254098883082e-01,-1.113091483697665751e+00
9.817477042468103487e-02,6.872233929727672441e-01,9.817477042468103487e-02,-5.445176724306087790e-01,-6.264134066883300100e-01,-1.030629137969561793e+00
2.945243112740431046e-01,6.872233929727672441e-01,9.817477042468103487e-02,-6.024555882003090890e-01,-5.721616127238687843e-01,-7.505498638793689503e-01
4.908738521234051744e-01,6.872233929727672441e-01,9.817477042468103487e-02,-6.940598948776326438e-01,-6.066162354206846574e-01,-2.447882604494564518e-01
6.872233929727672441e-01,6.872233929727672441e-01,9.817477042468103487e-02,-6.943800543682281390e-01,-8.862419799159104716e-01,3.020682045813904426e-01
8.835729338221293139e-01,6.872233929727672441e-01,9.817477042468103487e-02,-5.794678388619266540e-01,-1.299111228732959145e+00,4.375172001454667448e-01
1.079922474671491273e+00,6.872233929727672441e-01,9.817477042468103487e-02,-4.767955934947092911e-01,-1.563264311454367839e+00,-1.266437293360246352e-01
1.276272015520853564e+00,6.872233929727672441e-01,9.817477042468103487e-02,-5.070940168039337337e-01,-1.560052258373147982e+00,-1.041869824595959892e+00
1.472621556370215412e+00,6.872233929727672441e-01,9.817477042468103487e-02,-6.078744491847599685e-01,-1.247093602331263318e+00,-1.624143875947927418e+00
1.668971097219577704e+00,6.872233929727672441e-01,9.817477042468103487e-02,-5.746178549439885375e-01,-5.131138220755766532e-01,-1.515634080272635797e+00
1.865320638068939552e+00,6.872233929727672441e-01,9.817477042468103487e-02,-2.466418612451512504e-01,5.120366920451231429e-01,-7.882925770840935042e-01
2.061670178918301843e+00,6.872233929727672441e-01,9.817477042468103487e-02,3.228051774273533736e-01,1.236781891085943830e+00,2.497450279907445503e-01
2.258019719767663691e+00,6.872233929727672441e-01,9.817477042468103487e-02,8.735250549834531197e-01,1.135243154400488175e+00,1.130942339453719025e+00
2.454369260617025983e+00,6.872233929727672441e-01,9.817477042468103487e-02,1.157279598801546072e+00,3.701228588854217350e-01,1.485390222753043776e+00
2.650718801466387831e+00,6.872233929727672441e-01,9.817477042468103487e-02,1.130745064514385501e+00,-4.070437717692114710e-01,1.262846820554237803e+00
2.847068342315750122e+00,6.872233929727672441e-01,9.817477042468103487e-02,9.248328765265780849e-01,-6.945543045552415862e-01,6.469482989432910891e-01
3.043417883165111970e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.833117682595171161e-01,-4.586540615748894711e-01,1.145232989859418932e-02
3.239767424014474262e+00,6.872233929727672441e-01,9.817477042468103487e-02,4.828132809934428948e-01,-2.499345523765772459e-02,-3.044109413833898659e-01
3.436116964863836110e+00,6.872233929727672441e-01,9.817477042468103487e-02,3.689909446216848021e-01,2.929436078533186327e-01,-3.994465218553305830e-01
3.632466505713198401e+00,6.872233929727672441e-01,9.817477042468103487e-02,3.734347149488826401e-01,4.277123003892389641e-01,-5.126441004155527503e-01
3.828816046562560249e+00,6.872233929727672441e-01,9.817477042468103487e-02,4.797565960822752773e-01,3.801924053699234918e-01,-5.055158860699138224e-01
4.025165587411922985e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.084359447588760794e-01,1.044787686127600645e-01,-1.912476227549136931e-01
4.221515128261284389e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.670908583817815041e-01,-2.822464734945837606e-01,2.314576135766933662e-01
4.417864669110645792e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.513325502345015394e-01,-4.990078097959643744e-01,4.613322925961197973e-01
4.614214209960008972e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.440956933271280160e-01,-4.096225501735544228e-01,4.981250638318951429e-01
4.810563750809370376e+00,6.872233929727672441e-01,9.817477042468103487e-02,6.428250563432786890e-01,-9.303673625652808532e-02,5.337256197255189072e-01
5.006913291658733556e+00,6.872233929727672441e-01,9.817477042468103487e-02,4.542792669247835424e-01,3.500053879195990647e-01,5.352781299825414285e-01
5.203262832508094959e+00,6.872233929727672441e-01,9.817477042468103487e-02,-1.038810290080269261e-01,7.836092012064616030e-01,2.424465211426897193e-01
5.399612373357456363e+00,6.872233929727672441e-01,9.817477042468103487e-02,-8.737647608429482959e-01,8.909536003067189958e-01,-3.353955839953451923e-01
5.595961914206819543e+00,6.872233929727672441e-01,9.817477042468103487e-02,-1.390870890523945080e+00,4.572282685654542322e-01,-8.364157728704749717e-01
5.792311455056180947e+00,6.872233929727672441e-01,9.817477042468103487e-02,-1.365714267290051520e+00,-2.052350453207240077e-01,-1.053422897705205363e+00
5.988660995905542350e+00,6.872233929727672441e-01,9.817477042468103487e-02,-9.896429761806815328e-01,-5.971720301071075099e-01,-1.108047318994740182e+00
6.185010536754905530e+00,6.872233929727672441e-01,9.817477042468103487e-02,-6.545616460651295654e-01,-6.639472370368114662e-01,-1.117343823458848195e+00
9.817477042468103487e-02,8.835729338221293139e-01,9.817477042468103487e-02,-2.895457638368483799e-01,3.948353404249682619e-02,-1.328789742953482733e+00
2.945243112740431046e-01,8.835729338221293139e-01,9.817477042468103487e-02,-4.933928538785466444e-01,-1.079499703052140824e-01,-1.258152742663818824e+00
4.908738521234051744e-01,8.835729338221293139e-01,9.817477042468103487e-02,-5.800169633571060634e-01,-5.002852604879564069e-01,-5.710026931070930623e-01
6.872233929727672441e-01,8.835729338221293139e-01,9.817477042468103487e-02,-5.344251987152722760e-01,-1.110780711318427372e+00,3.284109666303576813e-01
8.835729338221293139e-01,8.835729338221293139e-01,9.817477042468103487e-02,-4.076710544435405148e-01,-1.668057911115939040e+00,7.177942344385255247e-01
1.079922474671491273e+00,8.835729338221293139e-01,9.817477042468103487e-02,-3.291832054471649505e-01,-1.873115962940571588e+00,2.290058856197125792e-01
1.276272015520853564e+00,8.835729338221293139e-01,9.817477042468103487e-02,-4.325032530083218196e-01,-1.666420142772309543e+00,-6.400933871342056047e-01
1.472621556370215412e+00,8.835729338221293139e-01,9.817477042468103487e-02,-6.989938227811746119e-01,-1.085507506480499096e+00,-1.077886055258816977e+00
1.668971097219577704e+00,8.835729338221293139e-01,9.817477042468103487e-02,-8.965156828985700876e-01,-2.090696976678694252e-01,-8.781272457448925373e-01
1.865320638068939552e+00,8.835729338221293139e-01,9.817477042468103487e-02,-7.053909339686851299e-01,6.470281554103713972e-01,-3.731115670185834454e-01
2.061670178918301843e+00,8.835729338221293139e-01,9.817477042468103487e-02,-1.721128059060728077e-02,1.008416595775639246e+00,1.906310435098225731e-01
2.258019719767663691e+00,8.835729338221293139e-01,9.817477042468103487e-02,8.738316948077100577e-01,6.675162478875151795e-01,7.442930155524718483e-01
2.454369260617025983e+00,8.835729338221293139e-01,9.817477042468103487e-02,1.493247837446960657e+00,-8.916365397986730779e-02,1.167369267679306155e+00
2.650718801466387831e+00,8.835729338221293139e-01,9.817477042468103487e-02,1.595272199174557315e+00,-7.188998525667547046e-01,1.236742299851692373e+00
2.847068342315750122e+00,8.835729338221293139e-01,9.817477042468103487e-02,1.288631305241147773e+00,-8.158636660609579483e-01,8.257676955139050534e-01
3.043417883165111970e+00,8.835729338221293139e-01,9.817477042468103487e-02,8.241746437631003452e-01,-3.865379600928012249e-01,1.870266221903320036e-01
3.239767424014474262e+00,8.835729338221293139e-01,9.817477042468103487e-02,3.797842160218337093e-01,1.495251703361255013e-01,-2.639587415714780838e-01
3.436116964863836110e+00,8.835729338221293139e-01,9.817477042468103487e-02,5.290929025221853543e-02,4.011970443995269697e-01,-4.461522132167861088e-01
3.632466505713198401e+00,8.835729338221293139e-01,9.817477042468103487e-02,-7.651319805944833963e-02,3.866405614007550895e-01,-4.552108728925748915e-01
3.828816046562560249e+00,8.835729338221293139e-01,9.817477042468103487e-02,1.880054724265958765e-02,2.804989136771356972e-01,-2.377989136068844322e-01
4.025165587411922985e+00,8.835729338221293139e-01,9.817477042468103487e-02,2.421266396746021565e-01,1.007773735239871210e-01,1.508156699082511820e-01
4.221515128261284389e+00,8.835729338221293139e-01,9.817477042468103487e-02,4.224977768470775663e-01,-1.338664428070824863e-01,4.225053528633011535e-01
4.417864669110645792e+00,8.835729338221293139e-01,9.817477042468103487e-02,4.713470418378948867e-01,-2.782574946975494012e-01,4.088628931873732886e-01
4.614214209960008972e+00,8.835729338221293139e-01,9.817477042468103487e-02,4.339970769807249829e-01,-2.355202456031369462e-01,2.534958080263864377e-01
4.810563750809370376e+00,8.835729338221293139e-01,9.817477042468103487e-02,3.552526769627766257e-01,-3.319915393535132625e-02,2.205690234254348014e-01
5.006913291658733556e+00,8.835729338221293139e-01,9.817477042468103487e-02,1.727715788384572848e-01,3.034124436640656119e-01,3.494321942930165847e-01
5.203262832508094959e+00,8.835729338221293139e-01,9.817477042468103487e-02,-1.678286107882303313e-01,6.977910106601536988e-01,4.111499035000734659e-01
5.399612373357456363e+00,8.835729338221293139e-01,9.817477042468103487e-02,-5.190449114623194582e-01,8.359313989171113235e-01,3.172688382523049522e-01
5.595961914206819543e+00,8.835729338221293139e-01,9.817477042468103487e-02,-6.079728885651773940e-01,4.878200812890073346e-01,2.241507276188307030e-01
5.792311455056180947e+00,8.835729338221293139e-01,9.817477042468103487e-02,-3.810281169736505213e-01,-6.083633859828063532e-03,1.129205830911071129e-01
5.988660995905542350e+00,8.835729338221293139e-01,9.817477042468103487e-02,-1.178112176931467997e-01,-1.566918250486360187e-01,-2.522354147220308151e-01
6.185010536754905530e+00,8.835729338221293139e-01,9.817477042468103487e-02,-9.599596073547551900e-02,-2.387419612177946529e-02,-8.603100949932088737e-01
9.817477042468103487e-02,1.079922474671491273e+00,9.817477042468103487e-02,1.296828329138710600e-01,7.978502950502782687e-01,-1.134083956128156601e+00
2.945243112740431046e-01,1.079922474671491273e+00,9.817477042468103487e-02,-1.406912727140464670e-01,2.967879590732702688e-01,-1.359914383322194054e+00
4.908738521234051744e-01,1.079922474671491273e+00,9.817477042468103487e-02,-3.610847796340593274e-01,-4.985669803578269277e-01,-7.338237780133491928e-01
6.872233929727672441e-01,1.079922474671491273e+00,9.817477042468103487e-02,-5.440260169947592761e-01,-1.386877856399978626e+00,3.103427174296472524e-01
8.835729338221293139e-01,1.079922474671491273e+00,9.817477042468103487e-02,-6.430045222275977412e-01,-1.976272487489061591e+00,9.686808688574085613e-01
1.079922474671491273e+00,1.079922474671491273e+00,9.817477042468103487e-02,-6.781514786191961131e-01,-1.984157541469004027e+00,7.951016804770888458e-01
1.276272015520853564e+00,1.079922474671491273e+00,9.817477042468103487e-02,-7.763333606831186451e-01,-1.468032072497558849e+00,2.212821775602306362e-01
1.472621556370215412e+00,1.079922474671491273e+00,9.817477042468103487e-02,-9.916653854962891312e-01,-6.149326409511968183e-01,-3.792955746782492032e-02
1.668971097219577704e+00,1.079922474671491273e+00,9.817477042468103487e-02,-1.153912309251895918e+00,2.935122300692545316e-01,8.163212250720786045e-02
1.865320638068939552e+00,1.079922474671491273e+00,9.817477042468103487e-02,-9.581640539418501135e-01,8.027172701810841859e-01,1.876699341838823087e-01
2.061670178918301843e+00,1.079922474671491273e+00,9.817477042468103487e-02,-2.692206992747465111e-01,6.311206409398760764e-01,2.013736828380781885e-01
2.258019719767663691e+00,1.079922474671491273e+00,9.817477042468103487e-02,6.549880921794235533e-01,-2.315892438849848425e-02,3.472459275778137511e-01
2.454369260617025983e+00,1.079922474671491273e+00,9.817477042468103487e-02,1.327912035360150123e+00,-7.078726583404518768e-01,6.519291607964451396e-01
2.650718801466387831e+00,1.079922474671491273e+00,9.817477042468103487e-02,1.443960653248719694e+00,-1.048826046415936908e+00,8.328011711598630740e-01
2.847068342315750122e+00,1.079922474671491273e+00,9.817477042468103487e-02,1.085176979339020686e+00,-8.592167915111214027e-01,6.622638671330324245e-01
3.043417883165111970e+00,1.079922474671491273e+00,9.817477042468103487e-02,5.494020380103409318e-01,-2.629898033064593799e-01,2.958573580339713405e-01
3.239767424014474262e+00,1.079922474671491273e+00,9.817477042468103487e-02,7.278019662216739238e-02,2.670057192454182715e-01,3.499917058084769245e-02
3.436116964863836110e+00,1.079922474671491273e+00,9.817477042468103487e-02,-2.468025375946016342e-01,3.693995729673800188e-01,-3.686568682666192115e-02
3.632466505713198401e+00,1.079922474671491273e+00,9.817477042468103487e-02,-3.688805492910936512e-01,2.134561856763267929e-01,9.611955429652781213e-02
3.828816046562560249e+00,1.079922474671491273e+00,9.817477042468103487e-02,-2.733825414267299636e-01,1.378176953515581338e-01,4.775601984312645154e-01
4.025165587411922985e+00,1.079922474671491273e+00,9.817477042468103487e-02,-6.345471403074926832e-03,1.771548557292610959e-01,9.303483446431530801e-01
4.221515128261284389e+00,1.079922474671491273e+00,9.817477042468103487e-02,2.973681235529478939e-01,2.030841130960875929e-01,1.131913322650536458e+00
4.417864669110645792e+00,1.079922474671491273e+00,9.817477042468103487e-02,4.926800230659356128e-01,1.883181119346084842e-01,9.463477110380399404e-01
4.614214209960008972e+00,1.079922474671491273e+00,9.817477042468103487e-02,5.243291199049210372e-01,1.682611239288481497e-01,5.286874232440942345e-01
4.810563750809370376e+00,1.079922474671491273e+00,9.817477042468103487e-02,4.135957490427465411e-01,1.630724952042336695e-01,2.356025817380823784e-01
5.006913291658733556e+00,1.079922474671491273e+00,9.817477042468103487e-02,1.966152110392475616e-01,2.363964553740440233e-01,3.083893421541112900e-01
5.203262832508094959e+00,1.079922474671491273e+00,9.817477042468103487e-02,-3.578317921004684626e-02,4.305715827731909640e-01,6.099016848591299889e-01
5.399612373357456363e+00,1.079922474671491273e+00,9.817477042468103487e-02,-1.005718604650745196e-01,5.645530764564127280e-01,9.162611417637288591e-01
5.595961914206819543e+00,1.079922474671491273e+00,9.817477042468103487e-02,1.138318723909609725e-01,4.716776378255842506e-01,1.175617369739483165e+00
5.792311455056180947e+00,1.079922474671491273e+00,9.817477042468103487e-02,4.487699480569930510e-01,4.032237817626373455e-01,1.221347392209610083e+00
